category,name,address,city,state,zip,confidence
library,Mason Memorial Public Library,104 W Main St,Buda,IL,61314,0.96
library,Kewanee Public Library,102 S Tremont St,Kewanee,IL,61443,0.95
library,Bradford Public Library District,111 S Peoria St,Bradford,IL,61421,0.96
library,Wyoming Public Library,119 N 7th St,Wyoming,IL,61491,0.92
library,Lacon Public Library,205 6th St,Lacon,IL,61540,0.96
library,Henry Public Library,702 Front St,Henry,IL,61537,0.99
library,Raymond A. Sapp Memorial Township Library,103 E Main St,Wyanet,IL,61379,0.95
library,Tiskilwa Library,119 E Main St,Tiskilwa,IL,61368,0.96
library,Matson Public Library,15 Park Ave W,Princeton,IL,61356,0.95
library,Bureau County Genealogical Society,629 S Main St,Princeton,IL,61356,0.96
library,Princeton Public Library,698 E Peru St,Princeton,IL,61356,0.96
library,Selby Township Library District,101 Depot St,De Pue,IL,61322,0.95
library,Putnam County Public Library District,214 N 4th St,Hennepin,IL,61327,0.95
library,Ladd Public Library District | Ladd IL,125 N Main Ave,Ladd,IL,61329,0.96
library,Peru Public Library,1409 11th St,Peru,IL,61354,0.95
library,LaSalle Public Library,305 Marquette St,La Salle,IL,61301,0.96
library,Oglesby Public Library,111 S Woodland Ave,Oglesby,IL,61348,0.96
library,Toluca Public Library,102 N Main St,Toluca,IL,61369,0.96
library,Lostant Community Library,102 W 3rd St,Lostant,IL,61334,0.95
library,Amity Township Public Library,604 E Main St,Cornell,IL,61319,0.96
library,Marseilles Public Library,155 E Bluff St,Marseilles,IL,61341,0.96
library,Seneca Public Library District,210 N Main St,Seneca,IL,61360,0.96
library,Flewellin Memorial Library,108 W Comanche Ave,Shabbona,IL,60550,0.96
library,Clinton Township Public Library,110 S Elm St,Waterman,IL,60556,0.96
library,Earlville Library District,205 W Winthrop St,Earlville,IL,60518,0.96
library,Hinckley Public Library District,100 Maple St,Hinckley,IL,60520,0.96
library,Somonauk Public Library District,700 E Lasalle St,Somonauk,IL,60552,0.96
library,Sandwich Public Library District,925 S Main St,Sandwich,IL,60548,0.95
library,Paw Paw Public Library,362 Chicago Rd,Paw Paw,IL,61353,0.95
library,Graves-Hume Public Library,1401 W Main St,Mendota,IL,61342,0.96
library,Mills & Petrie Memorial Library,704 N 1st St,Ashton,IL,61006,0.96
library,Flagg-Rochelle Public Library,619 4th Ave,Rochelle,IL,61068,0.96
library,Creston-Dement Library,107 N Main St,Creston,IL,60113,0.96
library,Malta Township Public Library,203 Adams St,Malta,IL,60150,0.95
library,North Avenue Little Free Library,225 North Ave,Sycamore,IL,60178,0.95
library,Sycamore Public Library,103 E State St,Sycamore,IL,60178,0.96
library,NIU Music Library,550 Lucinda Ave,Dekalb,IL,60115,0.96
library,Founders Memorial Library,215 Normal Rd,Dekalb,IL,60115,0.95
library,David C Shapiro Mem Law Library,"Northern Illinois University, Swen Parson Hall",,,60115,0.95
library,DeKalb Public Library,309 Oak St,Dekalb,IL,60115,0.92
library,Cortland Community Library,63 S Somonauk Rd,Cortland,IL,60112,0.95
library,Maple Park Public Library,302 Willow St,Maple Park,IL,60151,0.99
library,Kaneville Public Library,2S101 Harter Rd,Kaneville,IL,60144,0.96
library,Town and Country Public Library,320 E North St,Elburn,IL,60119,0.98
library,Todd Library,Collins Hall,Sugar Grove,IL,60554,0.96
library,Gail Borden Public Library District: Rakow Branch,2751 W Bowes Rd,,,60123,0.96
library,Gail Borden Public Library District: South Elgin Branch,99 S McLean Blvd,South Elgin,IL,60177,0.96
library,St Charles Public Library,1 S 6th Ave,St Charles,IL,60174,0.96
library,Kane County Law Library & Self Help Legal Center,37W777 IL Route 38,St Charles,IL,60175,0.95
library,Geneva Library Foundation,227 S 7th St,Geneva,IL,60134,0.95
library,Poplar Creek Public Library,1405 S Park Ave,Streamwood,IL,60107,0.96
library,Bartlett Public Library District,800 S Bartlett Rd,Bartlett,IL,60103,0.95
library,Poplar Creek Public Library Sonya Crawshaw Branch,4300 Audrey Ln,Hanover Park,IL,60133,0.95
library,Schaumburg Township District Library,130 S Roselle Rd,Schaumburg,IL,60193,0.99
library,Roselle Public Library,40 S Park St,Roselle,IL,60172,0.99
library,Carol Stream Public Library,616 Hiawatha Dr,Carol Stream,IL,60188,0.99
library,Bloomingdale Public Library,101 Fairfield Way,Bloomingdale,IL,60108,0.96
library,Glenside Public Library,25 E Fullerton Ave,Glendale Heights,IL,60139,0.92
library,Winfield Public Library,0S0291 Winfield Rd,Winfield,IL,60190,0.95
