category,name,address,city,state,zip,confidence
park,Door County Parks Department,3538 Park Dr,Sturgeon Bay,WI,54235,0.95
campground,Tranquil Timbers Campground,3668 Grondin Rd,Sturgeon Bay,WI,54235,0.99
hiking_trail,Door County Land Trust,6749 CR-G,Egg Harbor,WI,54209,0.96
campground,Monument Point Camping,5718 Monument Point Rd,Sturgeon Bay,WI,54235,0.96
campground,Rustic Timbers Door County Camping,4906 Court Rd,Egg Harbor,WI,54209,0.99
campground,HTR Door County Campground & RV Resort,8164 WI-42,Egg Harbor,WI,54209,0.98
campground,Frontier Wilderness Campground,4375 Hillside Rd,Egg Harbor,WI,54209,0.96
park,Door County Soccer Fields,1300 Egg Harbor Rd,Sturgeon Bay,WI,54235,0.95
park,"Ridges Sanctuary, Logan Creek Property",5724 Loritz Rd,Sturgeon Bay,WI,54235,0.95
campground,Timber Trail Campground,N8326 County Road M,Algoma,WI,54201,0.99
campground,Big Lake Campground,2427 Lake St,Algoma,WI,54201,0.96
park,Algoma Parks & Recreation Department,620 Lake St,Algoma,WI,54201,0.95
park,Little Creek Parkway,,,,54235,0.96
park,Crossroads at Big Creek,2041 Michigan St,Sturgeon Bay,WI,54235,0.95
campground,Quietwoods South Camping Resort,9245 Lovers Ln,Brussels,WI,54204,0.95
campground,Door County KOA Holiday,9245 Lovers Ln,Brussels,WI,54204,0.98
campground,Shady Acres Campsites,5422 Shady Acres Rd,Denmark,WI,54208,0.96
dog_park,"Merry Mutts Play Yard, LLC",E2962 County Road K,Casco,WI,54205,0.96
campground,Cedar Valley Campground,N5098 Cedar Valley Rd,Kewaunee,WI,54216,0.95
campground,Maple View Campground,N1267 Norman Rd,Kewaunee,WI,54216,0.95
campground,Kewaunee Rv & Campground LLC,333 Terraqua Dr,Kewaunee,WI,54216,0.99
park,N OAA-Nos,320 Hathaway Dr,Kewaunee,WI,54216,0.95
park,Rahr Memorial School Forest,11617 Sandy Bay Rd,Two Rivers,WI,54241,0.95
campground,Scheffel's Hideaway Campground,6511 CR-O,Two Rivers,WI,54241,0.96
park,Whitelaw Stortmans Club,"Whitelaw Community Park, Hickory St",,,54247,0.95
campground,Scenic River Stop-N-Dock RV Park & Marina,2510 W River St,Two Rivers,WI,54241,0.95
